学号,性别,所属学院,高等数学,大学英语,Python程序设计,体育测试
STU20245088,男,理学院,70.8,70.3,68.5,89.2
STU20245089,男,机电学院,86.3,92.1,80.3,80.5
STU20245090,男,理学院,76.6,78.2,78.3,87.8
STU20245091,女,商学院,94.6,62.0,99.9,60.7
STU20245092,女,商学院,59.5,69.4,72.8,63.4
STU20245093,男,计算机学院,81.9,73.0,91.7,63.7
STU20245094,男,计算机学院,65.9,78.1,72.1,84.9
STU20245095,女,理学院,89.4,61.1,89.3,80.7
STU20245096,女,机电学院,85.7,61.8,93.2,82.8
STU20245097,男,文法学院,56.4,74.3,58.1,76.3
STU20245098,男,计算机学院,64.7,58.7,68.7,92.4
STU20245099,男,机电学院,55.2,68.2,65.6,69.4
STU20245100,男,机电学院,68.8,84.6,69.0,83.8
STU20245101,女,机电学院,78.3,78.6,78.3,72.7
STU20245102,男,计算机学院,48.2,58.9,61.7,80.3
STU20245103,男,机电学院,76.1,71.4,76.6,77.8
STU20245104,男,文法学院,57.2,58.3,64.2,67.9
STU20245105,女,机电学院,55.2,72.0,52.0,86.8
STU20245106,男,机电学院,43.8,65.0,63.4,79.0
STU20245107,男,文法学院,86.7,61.0,78.0,82.0
STU20245108,男,理学院,52.5,66.3,71.3,83.3
STU20245109,男,计算机学院,91.5,85.5,89.1,68.9
STU20245110,女,机电学院,70.2,78.3,69.0,68.9
STU20245111,男,商学院,60.5,84.8,65.8,89.4
STU20245112,女,计算机学院,91.9,76.0,88.4,72.6
STU20245113,男,理学院,73.4,79.3,74.2,72.9
STU20245114,男,理学院,47.1,79.3,50.1,94.1
STU20245115,男,计算机学院,51.4,87.0,63.1,70.0
STU20245116,男,文法学院,66.0,66.7,72.7,73.9
STU20245117,女,计算机学院,68.9,81.8,80.4,78.0
STU20245118,女,文法学院,69.1,84.6,71.4,65.3
STU20245119,男,机电学院,79.5,73.9,85.5,73.3
STU20245120,女,机电学院,57.1,82.0,55.4,70.6
STU20245121,女,计算机学院,73.5,73.2,81.3,67.9
STU20245122,男,理学院,73.0,84.3,74.7,82.8
STU20245123,女,计算机学院,48.0,74.1,57.7,58.9
STU20245124,女,商学院,98.5,62.8,91.9,68.7
STU20245125,男,计算机学院,83.7,88.7,86.5,80.5
STU20245126,女,文法学院,72.9,77.8,76.9,73.7
STU20245127,男,理学院,80.1,78.8,83.1,81.0
STU20245128,男,计算机学院,65.3,100.0,71.9,81.4
STU20245129,女,机电学院,37.0,59.9,54.1,79.6
STU20245130,男,文法学院,51.2,62.0,64.5,83.4
STU20245131,女,机电学院,51.1,70.8,63.9,66.2
STU20245132,女,计算机学院,65.8,72.9,72.1,62.9
STU20245133,男,机电学院,72.2,60.7,75.8,84.7
STU20245134,女,计算机学院,62.3,71.6,68.8,72.4
STU20245135,男,文法学院,82.2,68.8,84.3,86.6
STU20245136,男,计算机学院,43.3,76.0,47.5,72.4
STU20245137,男,理学院,64.9,97.4,75.8,69.7
STU20245138,男,文法学院,55.5,83.5,72.7,87.6
STU20245139,男,机电学院,50.9,77.3,55.5,93.6
STU20245140,女,商学院,61.0,76.0,70.8,68.0
STU20245141,男,机电学院,79.1,76.1,84.5,91.7
STU20245142,女,理学院,77.2,98.5,84.7,55.6
STU20245143,男,机电学院,89.7,85.4,84.9,78.4
STU20245144,男,计算机学院,61.7,63.0,70.7,75.8
STU20245145,男,文法学院,81.9,87.9,90.3,89.2
STU20245146,男,理学院,86.4,55.5,100.0,85.9
STU20245147,男,文法学院,60.6,84.3,78.3,83.8
STU20245148,女,商学院,71.4,79.7,76.0,76.4
STU20245149,女,文法学院,70.1,56.6,78.6,68.7
STU20245150,男,计算机学院,68.7,83.3,79.2,87.5
STU20245151,男,文法学院,61.7,73.6,70.6,86.5
STU20245152,男,理学院,70.0,85.3,85.8,87.8
STU20245153,男,理学院,75.1,78.5,78.8,77.9
STU20245154,男,机电学院,57.1,83.4,57.3,85.5
STU20245155,男,商学院,83.4,80.5,83.3,76.7
STU20245156,女,理学院,67.9,94.8,64.5,75.3
STU20245157,男,文法学院,72.8,83.0,85.0,72.2
STU20245158,女,机电学院,62.6,84.8,84.9,76.0
STU20245159,男,文法学院,87.7,81.7,78.7,84.4
STU20245160,男,计算机学院,64.4,78.3,77.0,79.3
STU20245161,男,机电学院,80.2,90.7,70.3,70.1
STU20245162,女,机电学院,58.0,75.0,61.9,61.2
STU20245163,男,计算机学院,78.1,65.5,79.6,82.1
STU20245164,女,商学院,91.0,87.0,91.7,64.6
STU20245165,男,机电学院,65.9,79.7,73.9,80.9
STU20245166,女,机电学院,65.5,67.2,82.8,70.6
STU20245167,男,商学院,77.4,69.0,85.5,89.6
STU20245168,男,文法学院,57.0,80.7,59.4,71.3
STU20245169,女,文法学院,70.1,65.0,73.6,59.7
STU20245170,女,商学院,71.8,77.3,74.5,72.4
STU20245171,女,计算机学院,82.0,64.8,84.3,67.1
STU20245172,男,文法学院,56.2,69.6,66.1,87.6
STU20245173,女,商学院,66.5,73.3,69.7,74.3
STU20245174,男,商学院,60.7,72.9,65.5,80.3
STU20245175,男,商学院,89.7,75.5,90.8,69.5
STU20245176,男,机电学院,79.5,82.4,89.0,83.8
STU20245177,女,计算机学院,65.0,71.7,73.8,72.1
STU20245178,男,计算机学院,56.0,63.7,63.7,66.5
STU20245179,男,计算机学院,42.1,66.3,62.6,77.7
STU20245180,女,机电学院,63.5,53.6,64.7,69.1
STU20245181,男,机电学院,43.8,63.1,58.5,80.7
STU20245182,女,文法学院,85.6,80.5,85.8,92.2
STU20245183,男,计算机学院,58.6,87.8,57.9,74.7
STU20245184,女,文法学院,55.7,86.7,66.4,67.3
STU20245185,女,计算机学院,99.9,59.9,100.0,72.7
STU20245186,女,商学院,83.6,84.7,90.2,76.2
STU20245187,女,机电学院,85.0,71.0,89.2,59.1
STU20245188,女,计算机学院,86.0,76.0,86.4,73.3
STU20245189,男,商学院,58.4,63.4,65.8,85.5
STU20245190,男,机电学院,48.2,79.5,59.1,75.2
STU20245191,女,商学院,73.8,82.1,82.1,70.8
STU20245192,男,理学院,75.4,69.0,87.2,91.5
STU20245193,女,机电学院,51.9,85.4,60.2,70.9
STU20245194,男,计算机学院,83.7,77.3,86.3,79.7
STU20245195,女,商学院,66.7,96.0,77.1,79.3
STU20245196,女,商学院,49.3,67.0,66.0,75.1
STU20245197,女,理学院,91.2,85.0,94.1,72.0
STU20245198,男,理学院,74.6,75.3,86.2,85.0
STU20245199,男,商学院,77.6,70.0,81.8,79.3
STU20245200,男,商学院,78.6,59.3,84.5,69.6
STU20245201,女,文法学院,82.4,75.8,90.6,83.4
STU20245202,男,机电学院,78.8,76.8,85.1,69.1
STU20245203,男,理学院,77.8,65.6,89.5,70.4
STU20245204,女,理学院,52.4,52.4,63.2,73.6
STU20245205,男,商学院,91.6,86.6,97.9,85.9
STU20245206,男,文法学院,60.8,53.8,77.0,84.8
STU20245207,女,理学院,87.4,71.5,85.9,68.0
STU20245208,女,商学院,100.0,79.2,93.6,63.0
STU20245209,女,理学院,58.9,55.2,65.6,86.2
STU20245210,男,机电学院,86.0,78.1,87.5,81.9
STU20245211,男,理学院,87.4,91.3,84.3,64.4
STU20245212,男,计算机学院,80.5,80.5,86.8,80.5
STU20245213,男,文法学院,71.0,54.4,90.4,89.6
STU20245214,女,商学院,56.6,53.6,69.9,72.9
STU20245215,男,机电学院,66.5,45.6,75.5,74.9
STU20245216,男,商学院,63.3,68.0,69.2,71.2
STU20245217,男,计算机学院,69.1,67.4,76.7,66.3
STU20245218,女,理学院,78.1,63.6,81.9,78.8
STU20245219,女,文法学院,93.6,84.3,98.2,66.3
STU20245220,男,机电学院,88.0,79.3,89.8,77.0
STU20245221,女,商学院,75.1,63.1,82.0,82.2
STU20245222,男,计算机学院,86.0,63.7,98.7,74.5
STU20245223,女,计算机学院,64.3,77.8,73.9,67.3
STU20245224,男,理学院,60.6,81.9,64.3,84.5
STU20245225,男,商学院,82.6,81.8,89.2,77.7
STU20245226,男,理学院,77.2,95.1,90.2,72.7
STU20245227,女,商学院,55.3,75.8,62.5,77.8
STU20245228,女,机电学院,66.1,51.0,74.1,69.7
STU20245229,女,商学院,48.8,92.7,60.0,86.3
STU20245230,男,商学院,56.5,73.9,67.8,93.4
STU20245231,女,文法学院,65.0,54.0,77.3,71.9
STU20245232,女,机电学院,86.2,71.1,88.4,70.4
STU20245233,女,文法学院,77.4,70.4,80.0,67.2
STU20245234,女,机电学院,48.8,73.2,55.3,80.9
STU20245235,男,商学院,39.4,79.7,60.6,65.1
STU20245236,男,文法学院,92.8,78.3,100.0,82.1
STU20245237,男,机电学院,66.8,51.4,72.1,86.9
STU20245238,女,机电学院,87.1,75.2,86.5,78.8
STU20245239,女,计算机学院,72.7,56.4,76.8,83.6
STU20245240,女,文法学院,86.1,77.1,82.6,69.8
STU20245241,男,理学院,86.7,88.3,77.5,83.0
STU20245242,男,机电学院,58.0,73.7,67.3,81.3
STU20245243,男,理学院,93.4,56.2,94.9,93.8
STU20245244,女,文法学院,64.1,84.8,70.2,72.7
STU20245245,男,商学院,59.3,81.9,74.0,88.4
STU20245246,男,计算机学院,59.7,61.8,58.7,86.9
STU20245247,男,机电学院,80.2,77.6,78.5,65.5
STU20245248,男,文法学院,59.9,70.7,72.9,87.2
STU20245249,男,商学院,70.7,77.0,72.5,77.6
STU20245250,男,理学院,77.9,85.1,75.8,80.5
STU20245251,男,机电学院,78.5,64.5,92.5,69.9
STU20245252,女,计算机学院,58.9,88.4,65.4,70.3
STU20245253,男,文法学院,95.9,70.3,95.2,92.2
STU20245254,男,机电学院,47.3,82.7,65.8,72.1
STU20245255,男,机电学院,84.4,78.3,85.2,72.1
STU20245256,女,理学院,50.7,58.7,66.4,68.8
STU20245257,男,计算机学院,58.7,80.0,66.1,81.1
STU20245258,女,商学院,65.4,71.1,67.0,78.5
STU20245259,女,理学院,62.6,49.4,70.9,65.6
STU20245260,女,商学院,81.8,99.0,83.9,78.1
STU20245261,女,商学院,100.0,59.8,100.0,75.1
STU20245262,男,计算机学院,72.3,63.2,78.4,97.1
STU20245263,男,机电学院,50.7,65.3,63.3,86.8
STU20245264,女,计算机学院,64.6,90.0,69.3,85.4
STU20245265,女,理学院,74.1,98.4,75.1,72.1
STU20245266,男,理学院,64.2,70.3,70.1,75.8
STU20245267,男,商学院,55.5,80.8,60.1,70.8
STU20245268,男,文法学院,74.3,84.0,79.1,78.4
STU20245269,女,机电学院,82.4,63.3,93.1,86.0
STU20245270,男,商学院,68.7,79.0,70.7,77.5
STU20245271,男,计算机学院,57.5,85.9,72.2,95.0
STU20245272,女,文法学院,92.7,58.9,90.2,71.2
STU20245273,男,文法学院,58.2,88.9,67.3,86.8
STU20245274,女,文法学院,51.2,92.6,63.1,79.5
STU20245275,男,商学院,58.9,100.0,66.3,76.8
STU20245276,女,机电学院,76.9,79.6,78.6,76.8
STU20245277,女,商学院,85.2,76.2,89.2,64.9
STU20245278,女,计算机学院,100.0,85.8,100.0,56.0
STU20245279,女,理学院,92.8,77.5,100.0,80.7
STU20245280,女,文法学院,90.7,85.6,96.0,58.8
STU20245281,男,理学院,100.0,82.7,100.0,77.9
STU20245282,男,文法学院,100.0,91.6,97.5,76.8
STU20245283,男,文法学院,60.6,71.4,70.9,79.1
STU20245284,男,计算机学院,89.4,72.5,92.7,75.3
STU20245285,男,商学院,85.1,70.8,99.2,93.6
STU20245286,男,理学院,97.8,87.6,96.6,71.2
STU20245287,男,计算机学院,69.5,89.6,75.8,88.0
STU20245288,女,理学院,39.2,76.7,51.8,81.6
STU20245289,男,计算机学院,55.3,78.5,71.6,65.2
STU20245290,女,机电学院,55.6,93.8,56.4,77.0
STU20245291,女,计算机学院,51.6,63.6,60.1,89.7
STU20245292,女,理学院,83.4,67.6,92.4,69.2
STU20245293,女,理学院,65.3,84.1,85.6,73.6
STU20245294,男,机电学院,57.8,65.0,62.1,77.0
STU20245295,女,商学院,53.5,75.3,76.5,66.9
STU20245296,男,文法学院,40.9,65.8,58.8,78.9
STU20245297,女,计算机学院,59.6,69.2,59.8,81.1
STU20245298,男,理学院,80.0,63.3,86.1,86.4
STU20245299,男,商学院,79.1,64.3,83.8,80.8
STU20245300,女,文法学院,78.6,49.1,79.5,74.7
STU20245301,男,机电学院,100.0,89.0,100.0,79.3
STU20245302,男,文法学院,74.5,53.5,83.7,88.3
STU20245303,男,计算机学院,100.0,84.6,100.0,77.4
STU20245304,男,机电学院,45.3,91.4,49.8,92.6
STU20245305,男,文法学院,100.0,97.9,97.8,83.4
STU20245306,男,文法学院,77.1,60.9,84.0,86.8
STU20245307,男,机电学院,84.3,98.0,93.4,78.4
STU20245308,男,计算机学院,90.6,76.9,93.6,84.5
STU20245309,女,文法学院,92.8,65.4,99.0,61.0
STU20245310,女,计算机学院,77.0,77.4,78.2,73.7
STU20245311,男,机电学院,65.8,76.9,71.1,90.8
STU20245312,男,理学院,99.0,56.9,97.2,73.1
STU20245313,男,计算机学院,76.3,81.1,89.4,69.7
STU20245314,女,理学院,45.2,93.9,57.2,83.0
STU20245315,女,计算机学院,69.2,63.2,70.0,55.1
STU20245316,男,计算机学院,95.3,90.7,89.0,80.3
STU20245317,女,理学院,100.0,98.2,99.2,70.5
STU20245318,女,文法学院,56.9,92.9,63.1,80.7
STU20245319,男,文法学院,68.7,86.4,81.0,94.3
STU20245320,女,商学院,76.9,70.6,74.7,81.7
STU20245321,男,计算机学院,57.6,73.8,68.4,73.6
STU20245322,女,文法学院,72.9,69.6,83.3,84.2
STU20245323,女,计算机学院,85.4,68.0,82.7,59.2
STU20245324,女,文法学院,81.2,77.4,85.8,68.0
STU20245325,男,文法学院,69.9,93.4,74.9,86.4
STU20245326,男,理学院,54.2,69.9,60.9,80.3
STU20245327,女,机电学院,63.6,66.8,62.6,64.2
STU20245328,女,计算机学院,79.0,62.9,84.0,86.9
STU20245329,男,计算机学院,73.3,70.4,78.3,75.5
STU20245330,女,理学院,68.6,80.3,73.5,72.4
STU20245331,女,理学院,84.8,81.1,79.3,79.8
STU20245332,女,文法学院,66.1,95.1,78.3,77.2
STU20245333,女,理学院,87.0,81.8,89.6,63.5
STU20245334,男,计算机学院,63.2,59.4,71.8,77.1
STU20245335,女,机电学院,64.7,82.6,70.1,80.8
STU20245336,男,理学院,73.7,95.3,71.7,72.5
STU20245337,女,理学院,80.1,100.0,85.8,67.8
STU20245338,男,理学院,94.7,89.5,100.0,79.7
STU20245339,男,计算机学院,80.6,80.9,80.7,76.4
STU20245340,女,计算机学院,78.8,92.9,88.8,67.9
STU20245341,男,计算机学院,79.9,73.7,84.4,73.8
STU20245342,女,理学院,78.9,67.4,89.6,55.5
STU20245343,男,商学院,72.4,79.9,81.1,75.5
STU20245344,女,计算机学院,91.7,83.6,86.4,67.6
STU20245345,女,理学院,64.9,86.6,77.2,57.0
STU20245346,女,文法学院,88.3,64.2,91.4,79.2
STU20245347,女,机电学院,86.8,64.2,100.0,72.2
STU20245348,女,理学院,88.2,75.4,89.2,67.4
STU20245349,女,商学院,68.6,74.9,84.4,69.6
STU20245350,女,商学院,89.0,78.5,90.8,73.5
STU20245351,男,计算机学院,83.8,83.5,83.9,79.8
STU20245352,男,机电学院,62.2,76.4,76.3,69.8
STU20245353,男,机电学院,83.0,62.1,86.3,85.3
STU20245354,男,商学院,66.1,80.8,83.0,75.3
STU20245355,男,计算机学院,70.3,76.8,81.2,87.7
STU20245356,男,机电学院,59.6,82.6,71.0,78.8
STU20245357,男,商学院,85.8,74.7,91.1,83.9
STU20245358,女,机电学院,59.4,82.0,66.6,73.9
STU20245359,男,计算机学院,66.2,79.3,82.7,81.4
STU20245360,女,机电学院,88.6,54.8,99.6,65.3
STU20245361,男,机电学院,36.4,79.3,57.5,88.5
STU20245362,男,机电学院,83.2,68.1,83.4,84.4
STU20245363,女,计算机学院,79.3,71.4,80.3,77.8
STU20245364,女,理学院,55.6,53.2,63.2,74.3
STU20245365,男,机电学院,71.3,85.0,76.2,71.2
STU20245366,男,理学院,76.3,57.8,75.1,80.2
STU20245367,女,理学院,89.1,78.1,88.6,78.8
STU20245368,女,机电学院,54.5,56.6,58.5,69.6
STU20245369,男,理学院,73.8,71.7,72.3,92.2
STU20245370,女,文法学院,64.0,69.0,67.4,82.5
STU20245371,女,文法学院,75.8,71.2,78.6,64.0
STU20245372,男,计算机学院,61.8,85.0,64.4,86.7
STU20245373,男,计算机学院,71.9,61.1,77.4,78.2
STU20245374,男,机电学院,50.0,68.8,69.1,85.6
STU20245375,女,理学院,48.7,48.3,60.4,66.5
STU20245376,女,计算机学院,44.1,63.9,52.6,74.7
STU20245377,女,文法学院,80.4,65.6,80.4,75.4
STU20245378,男,文法学院,74.5,60.8,82.5,84.8
STU20245379,女,文法学院,60.8,81.5,66.2,64.6
STU20245380,女,计算机学院,94.4,81.7,90.3,69.0
STU20245381,男,机电学院,45.9,81.6,63.9,90.0
STU20245382,男,理学院,66.3,55.0,74.8,73.4
STU20245383,女,理学院,86.2,86.6,100.0,73.4
STU20245384,女,商学院,65.6,72.8,76.3,65.2
STU20245385,女,商学院,63.0,66.6,66.9,60.9
STU20245386,男,计算机学院,32.2,53.6,41.5,85.3
STU20245387,男,计算机学院,68.0,71.8,77.6,83.8
STU20245388,女,机电学院,41.0,69.6,41.0,72.7
STU20245389,男,文法学院,88.2,53.8,79.1,78.7
STU20245390,男,机电学院,100.0,81.0,100.0,98.4
STU20245391,男,商学院,59.7,84.9,61.2,67.8
STU20245392,男,文法学院,72.3,75.0,87.9,75.3
STU20245393,男,理学院,85.3,90.6,89.3,86.0
STU20245394,女,计算机学院,48.3,72.3,69.3,85.4
STU20245395,男,理学院,64.1,77.6,68.7,88.5
STU20245396,男,文法学院,86.0,68.5,77.9,85.8
STU20245397,男,商学院,100.0,60.5,100.0,72.2
STU20245398,男,商学院,59.2,75.5,72.5,91.2
STU20245399,女,理学院,65.9,60.1,84.0,68.8
STU20245400,男,计算机学院,60.1,64.4,76.5,92.5
STU20245401,女,机电学院,67.4,96.2,71.6,82.3
STU20245402,男,计算机学院,74.1,66.0,74.9,82.8
STU20245403,男,文法学院,90.8,76.8,96.1,78.0
STU20245404,女,机电学院,95.9,66.3,93.4,67.4
STU20245405,女,机电学院,65.0,63.1,75.5,79.7
STU20245406,女,计算机学院,50.8,74.9,63.2,75.6
STU20245407,男,文法学院,59.3,62.8,72.0,82.7
STU20245408,男,计算机学院,58.7,85.7,58.7,92.0
STU20245409,男,文法学院,87.6,49.5,88.7,82.5
STU20245410,男,商学院,44.4,53.5,59.1,85.4
STU20245411,男,商学院,96.0,78.2,96.4,85.4
STU20245412,男,商学院,65.2,71.0,78.8,80.8
STU20245413,男,文法学院,59.1,53.9,53.4,83.1
STU20245414,男,商学院,83.3,89.0,90.1,74.5
STU20245415,女,理学院,66.5,62.5,71.6,72.4
STU20245416,女,理学院,64.2,90.0,79.7,72.0
STU20245417,女,商学院,70.7,100.0,73.7,71.1
STU20245418,女,机电学院,63.3,60.7,74.9,64.0
STU20245419,女,计算机学院,49.4,50.1,57.0,69.3
STU20245420,女,理学院,57.3,70.8,66.9,62.3
STU20245421,女,文法学院,66.6,81.0,68.6,74.8
STU20245422,男,商学院,71.2,61.1,82.2,78.1
STU20245423,女,商学院,59.5,78.0,75.5,66.7
STU20245424,女,文法学院,85.1,89.4,88.8,64.3
STU20245425,男,机电学院,60.3,81.5,67.7,76.7
STU20245426,女,机电学院,63.0,65.6,69.3,67.5
STU20245427,男,理学院,64.0,73.9,67.2,84.0
STU20245428,男,计算机学院,89.2,92.6,84.4,73.4
STU20245429,男,机电学院,69.0,57.5,76.6,80.6
STU20245430,男,计算机学院,81.8,88.6,91.9,73.0
STU20245431,女,商学院,100.0,79.6,100.0,78.4
STU20245432,男,文法学院,55.5,99.7,77.8,81.9
STU20245433,女,计算机学院,24.5,71.1,39.3,74.6
STU20245434,男,商学院,77.2,54.1,80.9,80.1
STU20245435,女,计算机学院,74.4,62.0,81.7,74.3
STU20245436,男,商学院,42.8,70.7,47.2,87.4
STU20245437,女,理学院,67.0,84.9,73.3,93.8
STU20245438,女,商学院,79.9,68.8,78.5,77.3
STU20245439,女,商学院,55.2,91.8,63.4,65.9
STU20245440,女,机电学院,55.2,65.3,59.2,85.6
STU20245441,女,文法学院,76.7,67.9,83.5,74.6
STU20245442,男,理学院,91.3,81.8,83.9,70.2
STU20245443,男,文法学院,93.6,87.7,97.3,77.5
STU20245444,男,商学院,56.7,82.4,67.2,78.6
STU20245445,女,理学院,44.6,79.0,56.1,78.0
STU20245446,男,文法学院,61.8,61.5,77.2,75.8
STU20245447,女,理学院,40.6,75.8,44.3,80.2
STU20245448,女,机电学院,96.0,73.9,94.9,78.9
STU20245449,男,理学院,82.8,96.2,82.0,78.7
STU20245450,女,计算机学院,71.9,83.7,77.0,67.1
STU20245451,女,商学院,66.2,88.0,72.1,73.7
STU20245452,男,商学院,33.3,78.0,40.7,76.1
STU20245453,女,机电学院,70.0,68.3,73.3,75.0
STU20245454,女,商学院,53.1,65.1,60.8,68.6
STU20245455,女,机电学院,85.7,75.7,84.6,58.2
STU20245456,女,商学院,72.7,79.9,75.7,76.7
STU20245457,男,商学院,70.0,47.4,75.6,72.9
STU20245458,男,文法学院,57.9,86.1,64.3,62.8
STU20245459,男,计算机学院,84.2,81.0,87.8,83.2
STU20245460,男,机电学院,79.4,76.4,82.5,89.8
STU20245461,女,计算机学院,67.1,79.3,66.9,86.0
STU20245462,女,计算机学院,72.1,65.8,84.2,76.3
STU20245463,男,理学院,71.0,63.5,74.4,84.0
STU20245464,女,文法学院,73.8,55.3,74.5,60.8
STU20245465,男,商学院,72.7,74.3,87.1,83.6
STU20245466,女,计算机学院,100.0,64.2,100.0,85.8
STU20245467,女,计算机学院,60.8,60.8,64.2,72.8
STU20245468,男,商学院,70.0,90.8,71.3,59.9
STU20245469,女,文法学院,70.3,80.7,74.0,72.4
STU20245470,女,计算机学院,73.8,71.3,85.5,62.5
STU20245471,男,机电学院,43.5,91.8,64.4,75.3
STU20245472,女,商学院,59.3,86.7,59.7,64.7
STU20245473,女,文法学院,48.9,92.6,49.3,77.0
STU20245474,男,机电学院,75.6,66.3,78.3,78.7
STU20245475,男,文法学院,58.0,88.4,63.0,67.0
STU20245476,男,商学院,72.3,87.8,81.1,88.6
STU20245477,男,理学院,78.8,68.5,72.9,68.9
STU20245478,男,计算机学院,72.9,100.0,79.4,77.8
STU20245479,女,商学院,73.7,63.5,80.7,69.1
STU20245480,女,理学院,76.2,80.9,79.3,69.8
STU20245481,男,计算机学院,79.8,73.5,83.6,71.1
STU20245482,女,机电学院,32.5,83.0,45.4,77.5
STU20245483,男,机电学院,51.7,67.2,65.5,77.8
STU20245484,男,计算机学院,63.8,69.1,68.8,81.4
STU20245485,女,理学院,87.8,86.5,82.4,72.3
STU20245486,女,机电学院,86.7,90.7,94.5,73.2
STU20245487,男,理学院,56.3,75.6,70.9,87.0
STU20245488,男,文法学院,80.8,63.8,77.9,82.8
STU20245489,女,计算机学院,55.7,60.0,72.2,75.3
STU20245490,男,机电学院,84.7,85.4,81.0,68.9
STU20245491,女,文法学院,53.8,86.1,63.4,82.5
STU20245492,男,机电学院,60.5,72.1,72.0,71.7
STU20245493,女,理学院,58.9,63.3,68.1,69.4
STU20245494,女,理学院,83.4,83.1,84.3,69.9
STU20245495,男,机电学院,67.1,62.3,79.0,60.4
STU20245496,男,计算机学院,70.6,72.4,78.9,83.0
STU20245497,男,文法学院,68.0,82.4,77.8,88.4
STU20245498,男,计算机学院,66.5,84.5,74.8,76.9
STU20245499,女,商学院,83.8,87.6,75.1,64.1
STU20245500,男,机电学院,43.2,84.9,55.1,75.2
STU20245501,女,商学院,56.3,83.3,61.9,74.7
STU20245502,男,文法学院,87.1,65.9,87.8,76.1
STU20245503,男,商学院,66.3,94.3,75.0,78.2
STU20245504,男,计算机学院,65.1,82.1,80.0,83.5
STU20245505,女,理学院,69.4,79.7,71.0,68.8
STU20245506,男,计算机学院,78.2,80.1,80.2,84.7
STU20245507,男,机电学院,56.4,73.5,53.4,66.9
STU20245508,女,商学院,89.8,67.8,98.2,70.2
STU20245509,男,计算机学院,80.0,94.8,84.5,94.8
STU20245510,男,机电学院,49.8,60.8,53.2,80.0
STU20245511,男,理学院,63.1,82.8,75.3,77.0
STU20245512,女,计算机学院,50.7,84.6,53.4,74.2
STU20245513,女,机电学院,92.1,90.3,92.3,65.3
STU20245514,女,文法学院,76.2,61.4,73.6,78.2
STU20245515,女,商学院,79.2,96.3,84.4,68.1
STU20245516,男,文法学院,73.3,66.8,78.0,91.0
STU20245517,女,计算机学院,98.5,63.0,90.4,79.2
STU20245518,男,机电学院,75.0,64.8,87.3,85.2
STU20245519,男,机电学院,68.5,88.2,72.4,78.0
STU20245520,女,商学院,48.5,54.4,56.4,70.8
STU20245521,男,文法学院,83.2,73.9,88.3,71.9
STU20245522,男,计算机学院,53.0,90.0,65.9,79.1
STU20245523,女,计算机学院,60.8,46.3,59.9,57.6
STU20245524,女,理学院,71.1,85.4,74.3,68.2
STU20245525,女,商学院,80.5,65.3,84.5,58.7
STU20245526,男,理学院,52.3,85.3,64.2,73.9
STU20245527,男,计算机学院,69.3,78.6,71.8,76.4
STU20245528,男,文法学院,68.4,88.2,78.2,91.6
STU20245529,男,商学院,54.9,99.7,66.9,94.3
STU20245530,男,文法学院,64.8,80.7,70.7,88.8
